tconst,averagerating,numvotes,primary_title,original_title,start_year,runtime_minutes,genres,studio,domestic_gross,foreign_gross,release_year
tt5969696,7.1,4542,The Battleship Island,Gunhamdo,2017,132.0,"Action,Drama,History",CJ,1100000.0,45000000.0,2017
tt6150238,6.3,312,The Mayor,Teukbyulshimin,2016,130.0,Drama,WGUSA,96800.0,78430930.02516411,2017
tt6272828,5.6,2989,Mubarakan,Mubarakan,2017,156.0,"Comedy,Romance",Sony,759000.0,12100000.0,2017
tt0359950,7.3,275300,The Secret Life of Walter Mitty,The Secret Life of Walter Mitty,2013,114.0,"Adventure,Comedy,Drama",Fox,58200000.0,129900000.0,2013
tt1819513,6.8,2821,Dreams of a Life,Dreams of a Life,2011,95.0,"Biography,Documentary,Drama",Strand,8400.0,78430930.02516411,2012
tt1820488,7.1,6652,War Witch,Rebelle,2012,90.0,"Drama,War",Trib.,70500.0,78430930.02516411,2013
tt1821549,7.7,105304,Nebraska,Nebraska,2013,115.0,"Adventure,Comedy,Drama",Par.,17700000.0,10000000.0,2013
tt1827487,7.9,34691,Once Upon a Time in Anatolia,Bir Zamanlar Anadolu'da,2011,157.0,"Crime,Drama",CGld,152000.0,1000000.0,2012
tt1847746,6.8,5799,The German Doctor,Wakolda,2013,93.0,"Drama,History,Thriller",Gold.,418000.0,2600000.0,2014
tt1856057,6.6,1156,Phantom Boy,Phantom Boy,2015,84.0,"Action,Adventure,Animation",GK,34400.0,78430930.02516411,2016
tt1911658,6.7,72551,Penguins of Madagascar,Penguins of Madagascar,2014,92.0,"Adventure,Animation,Comedy",Fox,83400000.0,289700000.0,2014
tt1918965,6.2,5773,Murder 2,Murder 2,2011,127.0,"Action,Crime,Thriller",Eros,59500.0,78430930.02516411,2011
tt1924435,6.4,121633,Let's Be Cops,Let's Be Cops,2014,104.0,"Comedy,Crime",Fox,82400000.0,55800000.0,2014
tt1932767,7.5,25455,What Maisie Knew,What Maisie Knew,2012,99.0,Drama,MNE,1100000.0,78430930.02516411,2013
tt2017561,6.8,10728,Journey to the West,Xi you: Xiang mo pian,2013,110.0,"Action,Adventure,Comedy",Magn.,18100.0,205600000.0,2014
tt2097307,6.1,32414,Hit and Run,Hit and Run,2012,100.0,"Action,Comedy",ORF,13700000.0,704000.0,2012
tt2156825,5.6,607,Stone,Kamen,2012,90.0,"Crime,Drama,Thriller",Over.,1800000.0,7700000.0,2010
tt2176013,6.8,48364,Jab Tak Hai Jaan,Jab Tak Hai Jaan,2012,176.0,"Drama,Romance",Yash,3000000.0,78430930.02516411,2012
tt2194499,7.8,263136,About Time,About Time,2013,123.0,"Comedy,Drama,Fantasy",Uni.,15300000.0,71800000.0,2013
tt2202408,6.1,22,Transcendence,Transcendence,2012,98.0,Drama,WB,23000000.0,80000000.0,2014
tt2290739,5.0,3339,The Devil's Hand,Where the Devil Hides,2014,86.0,"Horror,Thriller",RAtt.,5700.0,78430930.02516411,2014
tt2292625,6.9,2838,Chakravyuh,Chakravyuh,2012,152.0,"Action,Drama,Thriller",Eros,152000.0,78430930.02516411,2012
tt2333598,7.2,4727,7 Boxes,7 cajas,2012,105.0,"Adventure,Crime,Drama",BGP,38100.0,267000.0,2014
tt2334873,7.3,179453,Blue Jasmine,Blue Jasmine,2013,98.0,Drama,SPC,33400000.0,64099999.0,2013
tt2338846,6.2,986,Gold,Gold,2013,101.0,"Adventure,Drama,Western",Wein.,7200000.0,7700000.0,2017
tt2350496,7.8,42618,The Lunchbox,Dabba,2013,104.0,"Drama,Romance",SPC,4200000.0,78430930.02516411,2014
tt2385006,7.3,1056,Jerusalem,Jerusalem,2013,44.0,Documentary,NGE,8000000.0,1300000.0,2013
tt2389092,5.9,9,Souvenir,Souvenir,2014,86.0,"Comedy,Romance",Strand,11400.0,78430930.02516411,2018
tt2398231,6.6,27724,The Homesman,The Homesman,2014,122.0,"Drama,Western",Saban,2400000.0,78430930.02516411,2014
tt2403393,6.2,1653,Desert Dancer,Desert Dancer,2014,104.0,"Biography,Drama,Music",Rela.,155000.0,78430930.02516411,2015
tt2419284,6.7,1167,Red Obsession,Red Obsession,2013,75.0,"Documentary,History,News",A23,13200.0,78430930.02516411,2013
tt2528814,4.8,38051,God's Not Dead,God's Not Dead,2014,113.0,Drama,Free,60800000.0,3900000.0,2014
tt2534634,7.2,4063,The Fencer,Miekkailija,2015,99.0,"Biography,Drama,History",CFI,96000.0,78430930.02516411,2017
tt2717822,5.4,48427,Blackhat,Blackhat,2015,133.0,"Action,Crime,Thriller",Uni.,8000000.0,11600000.0,2015
tt2788556,6.4,5146,Gemma Bovery,Gemma Bovery,2014,99.0,"Comedy,Drama,Romance",MBox,192000.0,78430930.02516411,2015
tt2870648,7.8,43814,Amy,Amy,2015,128.0,"Biography,Documentary,Music",A24,8400000.0,78430930.02516411,2015
tt2882590,6.2,286,The Wonders,The Wonders,2013,112.0,"Comedy,Mystery",Osci.,73400.0,78430930.02516411,2015
tt2909116,6.7,5039,Wolf Totem,Le dernier loup,2015,121.0,"Adventure,Drama",Sony,211000.0,125600000.0,2015
tt2992146,6.5,3944,Young Detective Dee: Rise of the Sea Dragon,Di Renjie: Shen du long wang,2013,134.0,"Action,Adventure,Drama",WAMCR,87800.0,72200000.0,2013
tt3025936,7.9,42,The Journey,The Journey,2014,112.0,"Adventure,Drama,Mystery",IFC,155000.0,78430930.02516411,2017
tt3077214,6.9,34306,Suffragette,Suffragette,2015,106.0,"Biography,Drama,History",Focus,4700000.0,11300000.0,2015
tt3147312,6.0,8235,Desierto,Desierto,2015,88.0,"Drama,Thriller",STX,2000000.0,1000000.0,2016
tt3313072,8.6,143,War Horse,National Theatre Live: War Horse,2014,107.25874831763123,Drama,BV,79900000.0,97700000.0,2011
tt3315656,3.6,380,Split,Split,2016,127.0,"Drama,Fantasy",Uni.,138300000.0,140200000.0,2017
tt3332064,5.8,55867,Pan,Pan,2015,111.0,"Adventure,Comedy,Family",WB,35100000.0,93300000.0,2015
tt3401882,5.6,35136,Fist Fight,Fist Fight,2017,91.0,Comedy,WB (NL),32200000.0,8900000.0,2017
tt3409392,7.2,14719,Timbuktu,Timbuktu,2014,97.0,Drama,Cohen,1100000.0,78430930.02516411,2015
tt3416742,7.7,126299,What We Do in the Shadows,What We Do in the Shadows,2014,86.0,"Comedy,Horror",U/P,3500000.0,2800000.0,2015
tt3471098,6.2,14295,Maggie's Plan,Maggie's Plan,2015,98.0,"Comedy,Drama,Romance",SPC,3400000.0,78430930.02516411,2016
tt6739824,8.8,69,Upgrade,Upgrade,2016,107.25874831763123,Drama,BH Tilt,12000000.0,2400000.0,2018
tt7153766,6.4,32049,Unsane,Unsane,2018,98.0,"Drama,Horror,Mystery",BST,7700000.0,6600000.0,2018
tt7243686,6.4,1040,The Swindlers,Kkun,2017,117.0,"Action,Crime",WGUSA,242000.0,78430930.02516411,2017
tt7715988,7.6,581,Cake,Cake,2018,125.0,"Drama,Mystery,Romance",CLF,2000000.0,78430930.02516411,2015
tt7881542,4.6,887,Happy Phirr Bhag Jayegi,Happy Phirr Bhag Jayegi,2018,136.0,Comedy,Eros,103000.0,78430930.02516411,2018
tt8553606,7.5,200,Aurora,Aurora,2019,106.0,"Comedy,Drama,Romance",CGld,5700.0,5100.0,2011
tt8821182,4.3,298,Aurora,Aurora,2018,110.0,"Horror,Thriller",CGld,5700.0,5100.0,2011
tt0857190,6.1,18095,The Sweeney,The Sweeney,2012,112.0,"Action,Crime,Drama",EOne,26700.0,6300000.0,2013
tt0983193,7.3,202430,The Adventures of Tintin,The Adventures of Tintin,2011,107.0,"Action,Adventure,Animation",Par.,77600000.0,296400000.0,2011
tt1077368,6.2,229818,Dark Shadows,Dark Shadows,2012,113.0,"Comedy,Fantasy,Horror",WB,79700000.0,165800000.0,2012
tt1196956,6.8,10677,One Chance,One Chance,2013,103.0,"Biography,Comedy,Drama",Wein.,101000.0,10800000.0,2014
tt1226273,6.6,84753,Edge of Darkness,Edge of Darkness,2010,117.0,"Crime,Drama,Mystery",WB,43300000.0,37800000.0,2010
tt1231586,6.2,19805,A Good Old Fashioned Orgy,A Good Old Fashioned Orgy,2011,95.0,"Comedy,Romance",Gold.,200000.0,78430930.02516411,2011
tt1298554,6.7,8938,Eva,Eva,2011,94.0,"Drama,Fantasy,Sci-Fi",Wein.,16700.0,78430930.02516411,2015
tt1390411,6.9,108628,In the Heart of the Sea,In the Heart of the Sea,2015,122.0,"Action,Adventure,Biography",WB,25000000.0,68900000.0,2015
tt1396484,7.4,359123,It,It,2017,135.0,"Horror,Thriller",WB (NL),327500000.0,372900000.0,2017
tt1430607,7.1,45439,Arthur Christmas,Arthur Christmas,2011,97.0,"Adventure,Animation,Comedy",Sony,46500000.0,101000000.0,2011
tt1431181,7.3,26273,Another Year,Another Year,2010,129.0,"Comedy,Drama",SPC,3200000.0,16500000.0,2010
tt1433811,7.5,70051,Disconnect,Disconnect,2012,115.0,"Drama,Thriller",LD,1400000.0,78430930.02516411,2013
tt1440266,7.7,13501,Pina,Pina,2011,103.0,"Documentary,Music",IFC,3500000.0,11100000.0,2011
tt1446192,7.3,145281,Rise of the Guardians,Rise of the Guardians,2012,97.0,"Action,Adventure,Animation",P/DW,103400000.0,203500000.0,2012
tt1448755,6.5,117711,Killer Elite,Killer Elite,2011,116.0,"Action,Crime,Thriller",ORF,25100000.0,31300000.0,2011
tt1480295,5.4,33570,Killing Season,Killing Season,2013,91.0,"Action,Drama,Thriller",MNE,39900.0,78430930.02516411,2013
tt1533117,7.4,8234,Let the Bullets Fly,Rang zi dan fei,2010,132.0,"Action,Comedy,Western",Vari.,63000.0,104300000.0,2012
tt1559549,7.5,20691,Restrepo,Restrepo,2010,93.0,"Documentary,War",NGE,1300000.0,105000.0,2010
tt1562568,6.3,2869,Higher Ground,Higher Ground,2011,109.0,Drama,SPC,842000.0,78430930.02516411,2011
tt1568346,7.8,387580,The Girl with the Dragon Tattoo,The Girl with the Dragon Tattoo,2011,158.0,"Crime,Drama,Mystery",MBox,10100000.0,94300000.0,2010
tt1591095,6.9,254197,Insidious,Insidious,2010,103.0,"Horror,Mystery,Thriller",FD,54000000.0,43000000.0,2011
tt1632705,6.6,12,Creed,Creed,2010,77.0,Horror,WB (NL),109800000.0,63800000.0,2015
tt1655442,7.9,217184,The Artist,The Artist,2011,100.0,"Comedy,Drama,Romance",Wein.,44700000.0,88800000.0,2011
tt1713476,5.6,23408,The Bay,The Bay,2012,84.0,"Horror,Sci-Fi,Thriller",RAtt.,30700.0,78430930.02516411,2012
tt1714203,3.7,37088,Piranha 3DD,Piranha 3DD,2012,83.0,"Comedy,Horror",W/Dim.,377000.0,8100000.0,2012
tt1730768,7.0,32056,The Zookeeper's Wife,The Zookeeper's Wife,2017,127.0,"Biography,Drama,History",Focus,17600000.0,8600000.0,2017
tt1763264,6.0,16680,No One Lives,No One Lives,2012,86.0,"Horror,Thriller",Anch.,74900.0,78430930.02516411,2013
tt1781827,6.6,12851,Hands of Stone,Hands of Stone,2016,111.0,"Action,Biography,Drama",Wein.,4700000.0,78430930.02516411,2016
tt1805297,7.1,9167,The Women on the 6th Floor,Les femmes du 6e étage,2010,102.0,Comedy,Strand,720000.0,22500000.0,2011
tt1809231,6.6,2941,Jackpot,Arme Riddere,2011,86.0,"Action,Comedy,Crime",DR,800.0,1100000.0,2014
tt1817676,5.6,6199,Girl in Progress,Girl in Progress,2012,93.0,"Comedy,Drama",LGF,2600000.0,2000000.0,2012
tt1837613,6.4,3319,Northern Soul,Northern Soul,2014,102.0,"Drama,Music",Free,8900.0,78430930.02516411,2015
tt1839492,7.2,90963,Ruby Sparks,Ruby Sparks,2012,104.0,"Comedy,Drama,Fantasy",FoxS,2500000.0,6600000.0,2012
tt3721964,6.1,21279,Gringo,Gringo,2018,111.0,"Action,Comedy,Crime",STX,5000000.0,6000000.0,2018
tt3896198,7.7,482917,Guardians of the Galaxy Vol. 2,Guardians of the Galaxy Vol. 2,2017,136.0,"Action,Adventure,Comedy",BV,389800000.0,473900000.0,2017
tt4052882,6.3,106927,The Shallows,The Shallows,2016,86.0,"Drama,Horror,Thriller",Sony,55100000.0,64000000.0,2016
tt4145834,6.4,5,Mental,Mental,2014,107.25874831763123,"Action,Comedy,Drama",Da.,17700.0,3600000.0,2013
tt4217392,5.2,7549,Kung Fu Yoga,Gong fu yu jia,2017,107.0,"Action,Adventure,Comedy",WGUSA,363000.0,253800000.0,2017
tt4248930,5.6,272,Flowers,Flowers,2015,79.0,"Horror,Mystery,Thriller",MBox,61600.0,78430930.02516411,2015
tt4354792,7.6,34,Jai Ho,Jai Ho,2014,60.0,"Biography,Documentary,Music",Eros,1300000.0,78430930.02516411,2014
tt4446472,6.2,1370,Porto,Porto,2016,76.0,"Drama,Romance",KL,15100.0,78430930.02516411,2017
tt4537896,6.4,16255,White Boy Rick,White Boy Rick,2018,111.0,"Crime,Drama",Studio 8,24000000.0,1900000.0,2018
tt4623856,5.6,884,Wolves,Wolves,2016,109.0,"Drama,Sport",KE,12100.0,78430930.02516411,2014
tt4721400,6.6,3023,From Afar,Desde allá,2015,93.0,"Drama,Romance",Strand,30200.0,78430930.02516411,2016
tt4761916,5.9,13822,Unfriended: Dark Web,Unfriended: Dark Web,2018,92.0,"Crime,Horror,Mystery",BH Tilt,8900000.0,6300000.0,2018
tt4779682,5.7,114042,The Meg,The Meg,2018,113.0,"Action,Horror,Sci-Fi",WB,145400000.0,384800000.0,2018
tt4912910,7.8,233877,Mission: Impossible - Fallout,Mission: Impossible - Fallout,2018,147.0,"Action,Adventure,Thriller",Par.,220200000.0,571000000.0,2018
tt4995790,7.2,44239,The Square,The Square,2017,151.0,"Comedy,Drama",Magn.,1500000.0,78430930.02516411,2017
tt5860084,5.8,539,The Housemaid,Cô Haû Gaí,2016,105.0,"Horror,Romance",IFC,158000.0,14600000.0,2011
tt5911540,4.1,20,Dangal,Dangal,2013,107.25874831763123,Action,UTV,12400000.0,290500000.0,2016
tt6003368,4.4,5635,Diary of a Wimpy Kid: The Long Haul,Diary of a Wimpy Kid: The Long Haul,2017,91.0,"Comedy,Family",Fox,20700000.0,19400000.0,2017
tt6086614,6.8,280,Letters from Baghdad,Letters from Baghdad,2016,95.0,Documentary,Vita.,360000.0,143000.0,2017
tt6367558,6.2,8160,Double Lover,L'amant double,2017,107.0,"Drama,Romance,Thriller",Cohen,168000.0,78430930.02516411,2018
tt6433456,7.2,2497,Becoming Astrid,Unga Astrid,2018,123.0,"Biography,Drama",MBox,120000.0,78430930.02516411,2018
tt6572702,4.8,3185,Monster Family,Happy Family,2017,93.0,"Animation,Comedy,Family",VPD,127000.0,26300000.0,2018
tt0409847,6.0,195889,Cowboys & Aliens,Cowboys & Aliens,2011,119.0,"Action,Sci-Fi,Thriller",Uni.,100200000.0,74600000.0,2011
tt1065073,7.9,315584,Boyhood,Boyhood,2014,165.0,Drama,IFC,25400000.0,19100000.0,2014
tt1067765,6.2,15924,Adult World,Adult World,2013,97.0,"Comedy,Drama",IFC,25400.0,78430930.02516411,2014
tt1161864,6.0,85604,The Rite,The Rite,2011,114.0,"Drama,Horror,Mystery",WB (NL),33000000.0,63000000.0,2011
tt1189073,7.6,123434,The Skin I Live In,La piel que habito,2011,120.0,"Drama,Horror,Thriller",SPC,3200000.0,27700000.0,2011
tt1228987,7.1,107012,Let Me In,Let Me In,2010,116.0,"Drama,Fantasy,Horror",Over.,12100000.0,12000000.0,2010
tt1245534,5.5,61,Snatched,Snatched,2011,81.0,Comedy,Fox,45900000.0,15000000.0,2017
tt1302011,7.2,228465,Kung Fu Panda 2,Kung Fu Panda 2,2011,90.0,"Action,Adventure,Animation",P/DW,165200000.0,500400000.0,2011
tt1344337,5.3,348,Reuniting the Rubins,Reuniting the Rubins,2010,97.0,"Comedy,Drama,Family",Mont.,13600.0,78430930.02516411,2012
tt1366365,4.9,33039,The Cold Light of Day,The Cold Light of Day,2012,93.0,"Action,Thriller",LG/S,3800000.0,13100000.0,2012
tt1411238,6.2,197663,No Strings Attached,No Strings Attached,2011,108.0,"Comedy,Romance",Par.,70700000.0,78600000.0,2011
tt1411250,6.4,144821,Riddick,Riddick,2013,119.0,"Action,Adventure,Sci-Fi",Uni.,42000000.0,56300000.0,2013
tt1428459,5.6,2614,We Are Family,We Are Family,2010,115.0,"Drama,Family",UTV,638000.0,393000.0,2010
tt1431045,8.0,820847,Deadpool,Deadpool,2016,108.0,"Action,Adventure,Comedy",Fox,363100000.0,420000000.0,2016
tt1440180,6.7,2593,Young Goethe in Love,Goethe!,2010,102.0,"Drama,Romance",MBox,162000.0,5600000.0,2011
tt1524137,6.5,111709,Contraband,Contraband,2012,109.0,"Action,Crime,Drama",Uni.,66500000.0,29700000.0,2012
tt1535108,6.6,395572,Elysium,Elysium,2013,109.0,"Action,Drama,Sci-Fi",TriS,93100000.0,193100000.0,2013
tt1535612,5.1,15743,The Son of No One,The Son of No One,2011,90.0,"Action,Crime,Drama",Anch.,30700.0,78430930.02516411,2011
tt1540133,7.3,75183,The Guard,The Guard,2011,96.0,"Comedy,Crime,Thriller",SPC,5400000.0,14200000.0,2011
tt1571222,6.4,93259,A Dangerous Method,A Dangerous Method,2011,99.0,"Biography,Drama,Romance",SPC,5700000.0,21800000.0,2011
tt1579361,7.8,7729,Chasing Ice,Chasing Ice,2012,75.0,"Biography,Documentary",SD,1300000.0,78430930.02516411,2012
tt1582271,5.5,6006,The Good Doctor,The Good Doctor,2011,91.0,"Drama,Thriller",Magn.,5200.0,78430930.02516411,2012
tt1596363,7.8,309227,The Big Short,The Big Short,2015,130.0,"Biography,Comedy,Drama",Par.,70300000.0,63200000.0,2015
tt1623745,6.2,4565,Little Birds,Little Birds,2011,94.0,Drama,MNE,17700.0,78430930.02516411,2012
tt1637706,6.4,80738,Our Idiot Brother,Our Idiot Brother,2011,90.0,"Comedy,Drama",Wein.,24800000.0,78430930.02516411,2011
tt1655441,7.2,138924,The Age of Adaline,The Age of Adaline,2015,112.0,"Drama,Fantasy,Romance",LGF,42600000.0,23000000.0,2015
tt1690953,7.4,344230,Despicable Me 2,Despicable Me 2,2013,98.0,"Adventure,Animation,Comedy",Uni.,368100000.0,602700000.0,2013
tt1716777,7.1,39618,People Like Us,People Like Us,2012,114.0,"Comedy,Drama",BV,12400000.0,78430930.02516411,2012
tt1772925,7.9,30803,Jiro Dreams of Sushi,Jiro Dreams of Sushi,2011,81.0,Documentary,Magn.,2600000.0,78430930.02516411,2012
tt1774358,6.5,1122,The Snitch Cartel,El cartel de los sapos,2011,102.0,"Action,Crime,Drama",PI,30640331.54076539,2100000.0,2013
tt1821449,6.0,424,Happy End,Happy End,2011,97.0,"Crime,Drama",SPC,302000.0,78430930.02516411,2017
tt1833844,6.2,12921,Berberian Sound Studio,Berberian Sound Studio,2012,92.0,"Drama,Horror,Thriller",IFC,38500.0,78430930.02516411,2013
tt1837703,6.2,36392,The Fifth Estate,The Fifth Estate,2013,128.0,"Biography,Drama,Thriller",BV,3300000.0,5300000.0,2013
tt1845872,7.3,95,The Measure of a Man,The Measure of a Man,2011,107.25874831763123,Drama,KL,112000.0,78430930.02516411,2016
tt1859650,6.3,79381,To Rome with Love,To Rome with Love,2012,112.0,"Comedy,Music,Romance",SPC,16700000.0,56600000.0,2012
tt1911644,6.7,103780,The Call,The Call,2013,94.0,"Crime,Drama,Horror",TriS,51900000.0,16700000.0,2013
tt1935089,5.7,2974,Blind,Blind,2017,98.0,"Drama,Romance",VE,12500.0,78430930.02516411,2017
tt1937092,4.3,1213,Always Kabhi Kabhi,Always Kabhi Kabhi,2011,126.0,"Comedy,Crime,Drama",Eros,21400.0,78430930.02516411,2011
tt1976000,6.2,27542,The Two Faces of January,The Two Faces of January,2014,96.0,"Romance,Thriller",Magn.,507000.0,13000000.0,2014
tt2023690,6.5,24837,Sightseers,Sightseers,2012,88.0,"Adventure,Comedy,Crime",IFC,61800.0,78430930.02516411,2013
tt2103281,7.6,390199,Dawn of the Planet of the Apes,Dawn of the Planet of the Apes,2014,130.0,"Action,Adventure,Drama",Fox,208500000.0,502100000.0,2014
tt2160105,5.7,5010,I Still See You,I Still See You,2018,98.0,"Fantasy,Thriller",LGF,1400.0,1500000.0,2018
tt2199571,6.6,94131,Run All Night,Run All Night,2015,114.0,"Action,Drama,Thriller",WB,26500000.0,45200000.0,2015
tt2262161,6.4,2938,Sunset Song,Sunset Song,2015,135.0,Drama,Magn.,160000.0,78430930.02516411,2016
tt2265171,8.0,104517,The Raid 2,Serbuan maut 2: Berandal,2014,150.0,"Action,Crime,Thriller",SPC,2600000.0,78430930.02516411,2014
tt2292959,3.8,9838,The Canyons,The Canyons,2013,99.0,"Drama,Thriller",IFC,56800.0,78430930.02516411,2013
tt2294629,7.5,516998,Frozen,Frozen,2013,102.0,"Adventure,Animation,Comedy",BV,400700000.0,875700000.0,2013
tt2294939,5.5,257,Waste Land,Waste Land,2014,97.0,"Drama,Thriller",Arth.,188000.0,88700.0,2010
tt2301592,7.5,6682,The Dance of Reality,La danza de la realidad,2013,133.0,"Biography,Drama,Fantasy",Abk.,294000.0,78430930.02516411,2014
tt2328900,6.3,23866,Mary Queen of Scots,Mary Queen of Scots,2018,124.0,"Biography,Drama,History",Focus,16500000.0,29900000.0,2018
tt2349144,6.4,17206,Mississippi Grind,Mississippi Grind,2015,108.0,"Comedy,Drama",A24,131000.0,78430930.02516411,2015
tt2379318,6.3,1449,Bright Days Ahead,Les beaux jours,2013,94.0,"Drama,Romance",Trib.,21800.0,1400000.0,2014
tt2400463,6.7,70213,The Invitation,The Invitation,2015,100.0,"Drama,Horror,Mystery",Drft.,232000.0,78430930.02516411,2016
tt2581244,5.6,17995,Life After Beth,Life After Beth,2014,89.0,"Comedy,Fantasy,Horror",A24,88300.0,78430930.02516411,2014
tt2608638,7.5,60,Inside Out,Inside Out,2013,75.0,"Biography,Documentary,History",BV,356500000.0,501100000.0,2015
tt2626090,6.8,1389,Noble,Noble,2014,100.0,"Biography,Drama",Asp.,347000.0,78430930.02516411,2015
tt2659190,6.5,878,Just a Sigh,Le temps de l'aventure,2013,104.0,"Drama,Romance",Distrib.,75500.0,1200000.0,2014
tt2800050,7.4,893,A Beautiful Planet,A Beautiful Planet,2016,46.0,Documentary,Imax,15500000.0,9400000.0,2016
tt2809082,8.3,18,Bastards,Bastards,2014,80.0,"Biography,Documentary,Family",IFC,24500.0,78430930.02516411,2013
tt2975578,6.5,126203,The Purge: Anarchy,The Purge: Anarchy,2014,103.0,"Action,Horror,Sci-Fi",Uni.,72000000.0,40000000.0,2014
tt2980706,6.0,15273,Planes: Fire & Rescue,Planes: Fire & Rescue,2014,83.0,"Adventure,Animation,Comedy",BV,59200000.0,92200000.0,2014
tt3054798,6.3,1530,Memories of the Sword,Hyeomnyeo: Kar-ui gi-eok,2015,120.0,"Action,Drama,History",WGUSA,111000.0,78430930.02516411,2015
tt3203890,6.0,1644,Pulling Strings,Pulling Strings,2013,111.0,"Comedy,Romance",LGF,5800000.0,2000000.0,2013
tt3390572,8.1,45863,Haider,Haider,2014,160.0,"Action,Crime,Drama",UTV,1000000.0,78430930.02516411,2014
tt3522806,5.7,67275,Mechanic: Resurrection,Mechanic: Resurrection,2016,98.0,"Action,Adventure,Thriller",LG/S,21200000.0,104500000.0,2016
tt3603470,7.0,87,Aurora,Aurora,2014,83.0,Drama,CGld,5700.0,5100.0,2011
tt6985200,7.4,497,Keys to the Heart,Geugeotmani Nae Sesang,2018,120.0,"Comedy,Drama,Family",CJ,75100.0,78430930.02516411,2018
tt7108976,6.1,269,Detective K: Secret of the Living Dead,Jo-seon-myeong-tamjeong: Heupyeolgoemaui bimil,2018,120.0,"Comedy,Crime",WGUSA,104000.0,18500000.0,2018
tt7722258,4.7,747,Genius,Genius,2018,165.0,"Action,Thriller",RAtt.,1400000.0,4300000.0,2016
tt8097306,4.6,3618,Nobody's Fool,Nobody's Fool,2018,110.0,"Comedy,Drama,Romance",Par.,31700000.0,1800000.0,2018
tt0790770,6.4,8498,Miles Ahead,Miles Ahead,2015,100.0,"Biography,Drama,Music",SPC,2600000.0,850000.0,2016
tt0808510,5.0,37939,Tooth Fairy,Tooth Fairy,2010,101.0,"Comedy,Family,Fantasy",Fox,60000000.0,52400000.0,2010
tt0816711,7.0,553751,World War Z,World War Z,2013,116.0,"Action,Adventure,Horror",Par.,202400000.0,337600000.0,2013
tt1796503,6.9,619,Hit So Hard,Hit So Hard,2011,103.0,"Biography,Documentary,Music",Vari.,34000.0,78430930.02516411,2012
tt1802197,7.1,9726,The Lady,The Lady,2011,132.0,"Biography,Drama,History",Cohen,355000.0,3400000.0,2012
tt1805319,4.5,6,Mama,Mama,2010,50.0,Drama,Uni.,71600000.0,74800000.0,2013
tt1836987,6.0,2816,Trishna,Trishna,2011,117.0,Drama,IFC,240000.0,78430930.02516411,2012
tt1839654,7.0,16244,The Magic of Belle Isle,The Magic of Belle Isle,2012,109.0,"Comedy,Drama",Magn.,102000.0,78430930.02516411,2012
tt1934231,7.6,24622,Delhi Belly,Delhi Belly,2011,103.0,"Action,Comedy,Crime",UTV,1500000.0,15200000.0,2011
tt1937133,5.8,4370,On the Other Side of the Tracks,De l'autre côté du périph,2012,96.0,"Action,Comedy,Crime",Wein.,9600.0,25100000.0,2014
tt1954701,7.4,13713,A Coffee in Berlin,Oh Boy,2012,86.0,"Comedy,Drama",MBox,150000.0,2600000.0,2014
tt1969062,7.0,13907,Infinitely Polar Bear,Infinitely Polar Bear,2014,90.0,"Comedy,Drama,Romance",SPC,1400000.0,78430930.02516411,2015
tt2091935,6.3,41457,Mr. Right,Mr. Right,2015,95.0,"Action,Comedy,Romance",FCW,34700.0,78430930.02516411,2016
tt2182972,5.8,8559,Song One,Song One,2014,86.0,"Drama,Music",TFA,32299.0,78430930.02516411,2015
tt2205904,7.1,7128,Generation Iron,Generation Iron,2013,106.0,"Documentary,Drama,Sport",TVC,850000.0,78430930.02516411,2013
tt2302755,6.5,235443,Olympus Has Fallen,Olympus Has Fallen,2013,119.0,"Action,Thriller",FD,98900000.0,71300000.0,2013
tt2381249,7.4,311704,Mission: Impossible - Rogue Nation,Mission: Impossible - Rogue Nation,2015,131.0,"Action,Adventure,Thriller",Par.,195000000.0,487700000.0,2015
tt2396566,7.4,11312,20 Feet from Stardom,Twenty Feet from Stardom,2013,91.0,"Documentary,Music",RTWC,4900000.0,78430930.02516411,2013
tt2406566,6.7,150407,Atomic Blonde,Atomic Blonde,2017,115.0,"Action,Mystery,Thriller",Focus,51700000.0,48300000.0,2017
tt2447982,5.2,10,Abduction,Abduction,2011,84.0,"Horror,Thriller",LGF,28100000.0,54000000.0,2011
tt2514592,6.5,41,Mud,Fango,2012,105.0,Drama,RAtt.,21600000.0,11000000.0,2013
tt2515030,6.5,19419,Escobar: Paradise Lost,Escobar: Paradise Lost,2014,120.0,"Crime,Drama,History",RTWC,196000.0,3600000.0,2015
tt2609222,6.4,2897,The French Minister,Quai d'Orsay,2013,113.0,Comedy,IFC,12000.0,5100000.0,2014
tt2631186,8.1,93243,Baahubali: The Beginning,Bahubali: The Beginning,2015,159.0,"Action,Drama",BSC,6700000.0,78430930.02516411,2015
tt2652092,7.4,25232,The Good Lie,The Good Lie,2014,110.0,"Biography,Drama",WB,2700000.0,78430930.02516411,2014
tt2784512,4.8,14825,Zombeavers,Zombeavers,2014,77.0,"Action,Adventure,Comedy",Free,14900.0,78430930.02516411,2015
tt2788716,5.9,17259,Welcome to Me,Welcome to Me,2014,87.0,"Comedy,Drama",Alc,609000.0,78430930.02516411,2015
tt2935564,7.1,8941,The Connection,La French,2014,135.0,"Action,Crime,Thriller",Drft.,191000.0,78430930.02516411,2015
